measure_name,location_name,year,val,upper,lower
Deaths,High SDI,2010,2.963290595,5.630256284,1.261372963
Deaths,High SDI,2011,2.746203794,4.947975369,1.249437933
Deaths,High SDI,2012,2.487523471,4.701256209,1.182496655
Deaths,High SDI,2013,2.196768357,4.17249296,1.112296247
Deaths,High SDI,2014,2.079908642,3.81568469,1.033959652
Deaths,High SDI,2015,1.976221228,3.767465784,0.989208538
Deaths,High SDI,2016,1.884994245,3.389989429,0.997492014
Deaths,High SDI,2017,1.754169117,3.354152728,0.896101546
Deaths,High SDI,2018,1.708351846,3.079195855,0.789918001
Deaths,High SDI,2019,1.613835131,2.84886358,0.775921912
Deaths,High SDI,2020,0.59136121,1.00625533,0.308295998
Deaths,High SDI,2021,0.421782644,0.7270632,0.215575436
Deaths,High SDI,2022,1.563710802,2.785809722,0.842307497
Deaths,High SDI,2023,1.483746877,2.579618244,0.753761329
Deaths,High-middle SDI,1990,44.18907117,95.11463908,18.34686607
Deaths,High-middle SDI,1991,41.94153779,88.09675688,17.1342121
Deaths,High-middle SDI,1992,37.78987616,76.01974985,14.6796045
Deaths,High-middle SDI,1993,36.50817215,72.12742389,13.00289878
Deaths,High-middle SDI,1994,35.31005315,76.13702714,13.80216098
Deaths,High-middle SDI,1995,34.97399803,72.3231093,13.13297581
Deaths,High-middle SDI,1996,32.74563649,66.57329268,11.15481214
Deaths,High-middle SDI,1997,30.43091657,64.52420841,11.63915001
Deaths,High-middle SDI,1998,28.81701964,62.5255231,10.8422131
Deaths,High-middle SDI,1999,27.70997595,59.05868804,11.81320944
Deaths,High-middle SDI,2000,26.53779617,55.4053269,10.18893785
Deaths,High-middle SDI,2001,26.61142414,55.49506904,9.852869823
Deaths,High-middle SDI,2002,26.09157339,54.60601743,9.70108765
Deaths,High-middle SDI,2003,26.45865597,58.6228154,8.810593208
Deaths,High-middle SDI,2004,24.94194027,53.00038052,9.336979219
Deaths,High-middle SDI,2005,24.03413257,58.97958058,8.923220447
Deaths,High-middle SDI,2006,23.49388874,49.1559891,8.527977401
Deaths,High-middle SDI,2007,23.28829493,49.27932487,8.448331666
Deaths,High-middle SDI,2008,21.80674297,53.10429182,8.398984201
Deaths,High-middle SDI,2009,22.30830739,45.6731552,7.495672855
Deaths,High-middle SDI,2010,20.94764098,44.08700201,8.548093132
Deaths,High-middle SDI,2011,20.5566962,44.26843796,7.263593774
Deaths,High-middle SDI,2012,20.13207948,43.63199656,8.645118128
Deaths,High-middle SDI,2013,18.4725343,37.80740304,7.651391249
Deaths,High-middle SDI,2014,17.68962711,36.46149041,7.457350347
Deaths,High-middle SDI,2015,16.32928152,35.77552763,6.733204609
Deaths,High-middle SDI,2016,15.01836042,31.59181553,5.650391331
Deaths,High-middle SDI,2017,14.39483884,32.39594933,5.7983442
Deaths,High-middle SDI,2018,14.09029301,30.14289427,5.635009087
Deaths,High-middle SDI,2019,13.71685077,28.6499614,5.258007984
Deaths,High-middle SDI,2020,5.349478157,11.92984204,2.156065414
Deaths,High-middle SDI,2021,3.057801709,7.488183443,1.25072612
Deaths,High-middle SDI,2022,13.52208818,27.48274691,5.545296497
Deaths,High-middle SDI,2023,12.60513448,28.19866975,5.116430065
Deaths,Middle SDI,1990,71.80823576,138.2164501,31.29139321
Deaths,Middle SDI,1991,68.13389685,135.8979469,32.12998222
Deaths,Middle SDI,1992,63.69223063,118.661538,29.28805319
Deaths,Middle SDI,1993,60.69524925,115.396301,26.56920044
Deaths,Middle SDI,1994,59.00373135,115.3018149,24.1147855
Deaths,Middle SDI,1995,56.30319137,112.4121047,23.51877558
Deaths,Middle SDI,1996,53.99931848,98.60351904,25.33402251
Deaths,Middle SDI,1997,52.41359999,99.96875654,21.09872937
Deaths,Middle SDI,1998,50.79593715,94.70597538,22.62044303
Deaths,Middle SDI,1999,47.41208716,99.18326632,21.207217
Deaths,Middle SDI,2000,45.58226107,86.64563389,19.95950426
Deaths,Middle SDI,2001,43.06808857,90.42906201,17.73718517
Deaths,Middle SDI,2002,41.44800614,80.54510298,17.03624687
Deaths,Middle SDI,2003,39.40877081,77.33179974,18.1674779
Deaths,Middle SDI,2004,37.57275049,77.9206818,17.05237005
Deaths,Middle SDI,2005,34.78613621,70.57221689,15.97034128
Deaths,Middle SDI,2006,33.49687676,65.00178222,14.31029508
Deaths,Middle SDI,2007,30.74355524,60.00072257,13.46236434
Deaths,Middle SDI,2008,30.47312627,54.88073531,13.54381154
Deaths,Middle SDI,2009,28.4996349,56.75399235,11.80000296
Deaths,Middle SDI,2010,27.26330246,52.36409706,12.90033859
Deaths,Middle SDI,2011,25.18357552,48.44241365,12.04563068
Deaths,Middle SDI,2012,24.65665415,46.35117496,11.59999938
Deaths,Middle SDI,2013,23.54478865,44.41380581,11.86536343
Deaths,Middle SDI,2014,23.24181023,43.24238838,10.90647771
Deaths,Middle SDI,2015,23.8245152,42.26943418,11.19128107
Deaths,Middle SDI,2016,22.56215963,41.0182548,10.76651373
Deaths,Middle SDI,2017,22.0014468,37.11848315,10.44983918
Deaths,Middle SDI,2018,21.19281479,39.67574763,9.941801192
Deaths,Middle SDI,2019,19.81053442,34.60301338,9.454861584
Deaths,Middle SDI,2020,8.156238171,15.34452214,3.752372489
Deaths,Middle SDI,2021,5.368948916,10.48455473,2.599686517
Deaths,Middle SDI,2022,20.63419436,39.27632032,9.59604824
Deaths,Middle SDI,2023,19.09012956,36.2081702,9.073382178
Deaths,Low-middle SDI,1990,111.8952629,241.005266,37.90660552
Deaths,Low-middle SDI,1991,103.6977492,230.1887123,35.50742053
Deaths,Low-middle SDI,1992,95.13760086,211.8553165,31.23294409
Deaths,Low-middle SDI,1993,87.6661074,193.7677845,32.14626685
Deaths,Low-middle SDI,1994,83.34657995,190.8926258,28.08111974
Deaths,Low-middle SDI,1995,82.64424401,182.6822819,29.53845688
Deaths,Low-middle SDI,1996,76.8756427,169.9185708,31.59383714
Deaths,Low-middle SDI,1997,73.93780911,156.8734736,28.5813184
Deaths,Low-middle SDI,1998,72.30728768,149.8938871,28.64128315
Deaths,Low-middle SDI,1999,69.69993877,159.1783219,27.14659111
Deaths,Low-middle SDI,2000,68.8057714,141.9849792,25.55419011
Deaths,Low-middle SDI,2001,68.74345559,156.4749517,26.96791547
Deaths,Low-middle SDI,2002,67.7825505,145.8058433,23.62865979
Deaths,Low-middle SDI,2003,67.03400815,150.191473,24.83645562
Deaths,Low-middle SDI,2004,63.6932356,132.4891185,25.29472413
Deaths,Low-middle SDI,2005,58.84142955,131.5155347,21.79432891
Deaths,Low-middle SDI,2006,55.36999235,132.5503509,19.09678061
Deaths,Low-middle SDI,2007,53.09845908,124.1883447,18.29464215
Deaths,Low-middle SDI,2008,48.09730407,104.866035,15.67387652
Deaths,Low-middle SDI,2009,47.80466291,98.65348821,19.31106543
Deaths,Low-middle SDI,2010,45.49751259,92.10001479,17.15367854
Deaths,Low-middle SDI,2011,44.274623,101.8207646,15.13911792
Deaths,Low-middle SDI,2012,44.61296481,96.14566257,16.96601007
Deaths,Low-middle SDI,2013,43.0876773,95.32632322,17.15417209
Deaths,Low-middle SDI,2014,43.59505699,88.4620881,17.99735417
Deaths,Low-middle SDI,2015,43.12239513,84.77306531,17.215896
Deaths,Low-middle SDI,2016,42.02385554,78.3720713,18.89217574
Deaths,Low-middle SDI,2017,41.13600204,87.35281587,16.25993603
Deaths,Low-middle SDI,2018,38.91493847,72.37634839,16.38687248
Deaths,Low-middle SDI,2019,37.6740519,86.38320367,16.8827055
Deaths,Low-middle SDI,2020,18.58567887,35.72295428,7.121074834
Deaths,Low-middle SDI,2021,12.13691181,23.5056439,4.983268955
Deaths,Low-middle SDI,2022,35.73788503,76.51774999,16.56278842
Deaths,Low-middle SDI,2023,33.59754621,65.09375774,14.91944972
Deaths,Low SDI,1990,175.9226055,283.0308814,84.84897715
Deaths,Low SDI,1991,167.4651576,296.8722887,89.96662549
Deaths,Low SDI,1992,158.3721951,257.1981052,73.01967851
Deaths,Low SDI,1993,150.6402268,266.1369583,77.44914832
Deaths,Low SDI,1994,145.6491506,256.0686568,75.52270336
Deaths,Low SDI,1995,142.0453318,245.0443677,73.59014251
Deaths,Low SDI,1996,136.7574175,233.2479147,71.92686218
Deaths,Low SDI,1997,134.252528,212.8208209,71.4694806
Deaths,Low SDI,1998,130.1333768,228.0747026,75.50875555
Deaths,Low SDI,1999,129.1946686,235.646909,66.75602931
Deaths,Low SDI,2000,124.0015752,207.6633697,66.85500287
Deaths,Low SDI,2001,119.5051355,206.4565865,60.48423012
Deaths,Low SDI,2002,114.3768406,193.1067796,64.23909119
Deaths,Low SDI,2003,110.9477277,190.2306978,56.56509177
Deaths,Low SDI,2004,102.3615784,166.4040119,53.23554805
Deaths,Low SDI,2005,97.29308288,173.6980091,47.33845292
Deaths,Low SDI,2006,92.64186337,154.8983747,47.94637187
Deaths,Low SDI,2007,90.87574873,158.8127294,48.10225053
Deaths,Low SDI,2008,85.71367069,154.4467204,45.98887168
Deaths,Low SDI,2009,83.64636598,132.4771209,42.96347646
Deaths,Low SDI,2010,80.47293877,134.1460805,42.78274257
Deaths,Low SDI,2011,77.73973672,134.6902068,40.51832095
Deaths,Low SDI,2012,76.94786211,132.4989442,44.52501891
Deaths,Low SDI,2013,77.54122977,128.0838444,40.62389992
Deaths,Low SDI,2014,77.95894497,126.2746866,44.91424463
Deaths,Low SDI,2015,77.35397263,128.7910064,40.82176246
Deaths,Low SDI,2016,76.49701969,129.6374372,43.7110229
Deaths,Low SDI,2017,76.1553875,131.106099,41.0603711
Deaths,Low SDI,2018,73.82830067,120.8603799,38.70006161
Deaths,Low SDI,2019,71.84429212,116.5675614,40.8126072
Deaths,Low SDI,2020,43.3984475,69.9698107,24.66948652
Deaths,Low SDI,2021,33.5955936,54.66032745,18.42103875
Deaths,Low SDI,2022,67.2644611,109.2888034,36.36470843
Deaths,Low SDI,2023,66.68205797,113.6584147,36.66268735
Incidence,Global,1990,9207.043568,11782.6727,7306.281112
Incidence,Global,1991,8788.353953,11232.96117,6960.916859
Incidence,Global,1992,8446.892658,10831.91077,6699.545678
Incidence,Global,1993,8210.412449,10519.22964,6538.983558
Incidence,Global,1994,8027.653194,10282.11213,6408.961677
Incidence,Global,1995,7872.6877,10082.66593,6285.383628
Incidence,Global,1996,7746.586354,9920.669948,6183.776221
Incidence,Global,1997,7653.116348,9802.14468,6109.528606
Incidence,Global,1998,7568.461372,9696.931414,6043.352446
Incidence,Global,1999,7528.178709,9642.289805,6011.636193
Incidence,Global,2000,7502.197907,9611.245257,5988.876604
Incidence,Global,2001,7452.082305,9546.534059,5946.95482
Incidence,Global,2002,7353.73206,9418.484246,5867.645776
Incidence,Global,2003,7216.143274,9243.013006,5757.089185
Incidence,Global,2004,7004.403052,8968.980552,5589.066628
Incidence,Global,2005,6777.632306,8678.25419,5404.846324
Incidence,Global,2006,6563.56706,8402.095476,5228.340894
Incidence,Global,2007,6368.615971,8151.572092,5070.374711
Incidence,Global,2008,6192.382985,7924.357921,4925.665539
Incidence,Global,2009,6051.755291,7743.637586,4809.240809
Incidence,Global,2010,5932.931115,7591.628284,4701.419817
Incidence,Global,2011,5825.467062,7453.146216,4611.635225
Incidence,Global,2012,5694.946503,7284.848774,4504.429158
Incidence,Global,2013,5577.407316,7135.971081,4406.773052
Incidence,Global,2014,5485.190634,7017.362112,4333.485209
Incidence,Global,2015,5438.060935,6959.160645,4296.9112
Incidence,Global,2016,5369.413791,6872.883407,4241.391679
Incidence,Global,2017,5334.009426,6828.167175,4214.206617
Incidence,Global,2018,5312.767096,6801.877495,4197.730558
Incidence,Global,2019,5322.006658,6809.945602,4203.745157
Incidence,Global,2020,2745.112569,3517.427654,2090.548644
Incidence,Global,2021,2081.403607,2697.833148,1538.38637
Incidence,Global,2022,5519.888602,7066.800283,4358.842129
Incidence,Global,2023,5490.219641,7028.655147,4337.497374
Incidence,High SDI,1990,4783.600016,6125.229834,3749.913927
Incidence,High SDI,1991,4659.649201,5967.727363,3653.94345
Incidence,High SDI,1992,4563.483479,5840.650002,3584.123796
Incidence,High SDI,1993,4514.304463,5773.920408,3537.120716
Incidence,High SDI,1994,4436.189402,5671.995165,3464.178267
Incidence,High SDI,1995,4292.02786,5484.467199,3348.420829
Incidence,High SDI,1996,4085.500554,5222.272471,3182.12911
Incidence,High SDI,1997,3846.960075,4910.602313,2988.707871
Incidence,High SDI,1998,3575.629051,4556.445679,2778.571402
Incidence,High SDI,1999,3354.075403,4273.629161,2603.068892
Incidence,High SDI,2000,3160.455997,4023.38464,2449.388441
Incidence,High SDI,2001,2994.375875,3811.723852,2316.491086
Incidence,High SDI,2002,2813.038732,3577.27139,2171.350934
Incidence,High SDI,2003,2677.06578,3405.10156,2077.287392
Incidence,High SDI,2004,2508.155385,3190.510716,1951.100693
Incidence,High SDI,2005,2348.886588,2989.478989,1830.624228
Incidence,High SDI,2006,2236.858547,2848.376134,1743.665954
Incidence,High SDI,2007,2183.922279,2786.276537,1702.41595
Incidence,High SDI,2008,2139.00581,2727.696899,1666.092173
Incidence,High SDI,2009,2148.040368,2740.169123,1674.033648
Incidence,High SDI,2010,2154.849938,2749.298144,1679.985284
Incidence,High SDI,2011,2153.795033,2748.116698,1679.021625
Incidence,High SDI,2012,2105.898292,2687.853724,1640.863389
Incidence,High SDI,2013,2038.970939,2601.23882,1588.322236
Incidence,High SDI,2014,2010.560054,2565.832393,1566.535483
Incidence,High SDI,2015,2041.294315,2606.784561,1592.303463
Incidence,High SDI,2016,2100.516415,2679.521604,1637.54867
Incidence,High SDI,2017,2162.28143,2756.860714,1685.538108
Incidence,High SDI,2018,2253.226963,2872.068123,1757.431921
Incidence,High SDI,2019,2373.94264,3023.937899,1849.718536
Incidence,High SDI,2020,951.960016,1235.215311,705.1461385
Incidence,High SDI,2021,734.581406,964.1256989,526.4283111
Incidence,High SDI,2022,2540.329065,3231.391662,1968.902798
Incidence,High SDI,2023,2471.644271,3143.850848,1915.859937
Incidence,High-middle SDI,1990,7175.272569,9175.001234,5710.946041
Incidence,High-middle SDI,1991,6700.628178,8575.437721,5317.425339
Incidence,High-middle SDI,1992,6310.925855,8075.386222,4990.911877
Incidence,High-middle SDI,1993,6052.215657,7745.203111,4771.085622
Incidence,High-middle SDI,1994,5866.414374,7507.571555,4617.37679
Incidence,High-middle SDI,1995,5672.544032,7260.777444,4458.303702
Incidence,High-middle SDI,1996,5447.13261,6967.025323,4271.247208
Incidence,High-middle SDI,1997,5196.769762,6650.691734,4078.696453
Incidence,High-middle SDI,1998,4951.413338,6342.44024,3889.333041
Incidence,High-middle SDI,1999,4792.856045,6135.06873,3762.665729
Incidence,High-middle SDI,2000,4706.057233,6020.873613,3693.287752
Incidence,High-middle SDI,2001,4682.084324,5992.974356,3677.363922
Incidence,High-middle SDI,2002,4634.933512,5931.861768,3643.776059
Incidence,High-middle SDI,2003,4598.048155,5881.575021,3614.616995
Incidence,High-middle SDI,2004,4520.539675,5783.512031,3554.000574
Incidence,High-middle SDI,2005,4456.362993,5702.175047,3498.062571
Incidence,High-middle SDI,2006,4377.080763,5602.257949,3433.769602
Incidence,High-middle SDI,2007,4343.72544,5560.66256,3410.38934
Incidence,High-middle SDI,2008,4343.151428,5559.306269,3406.564625
Incidence,High-middle SDI,2009,4359.203165,5582.343815,3417.027131
Incidence,High-middle SDI,2010,4374.558441,5603.415865,3431.889434
Incidence,High-middle SDI,2011,4373.109867,5600.045178,3431.120423
Incidence,High-middle SDI,2012,4294.706986,5499.179005,3370.483374
Incidence,High-middle SDI,2013,4131.056468,5285.488306,3238.752749
Incidence,High-middle SDI,2014,3990.819453,5102.263874,3128.160985
Incidence,High-middle SDI,2015,3882.054981,4960.267858,3033.217652
Incidence,High-middle SDI,2016,3798.953574,4852.092687,2958.307371
Incidence,High-middle SDI,2017,3752.436087,4789.746473,2914.279732
Incidence,High-middle SDI,2018,3785.025401,4832.238988,2938.996645
Incidence,High-middle SDI,2019,3886.907761,4961.765376,3019.951078
Incidence,High-middle SDI,2020,1366.154698,1794.30368,985.17637
Incidence,High-middle SDI,2021,826.302536,1152.654207,549.47439
Incidence,High-middle SDI,2022,4302.670273,5504.518469,3368.720966
Incidence,High-middle SDI,2023,4254.830284,5444.434028,3334.117777
Incidence,Middle SDI,1990,8768.288212,11249.4447,6982.066288
Incidence,Middle SDI,1991,8231.293626,10540.78132,6552.594681
Incidence,Middle SDI,1992,7839.775675,10030.04037,6224.659347
Incidence,Middle SDI,1993,7658.924378,9789.157579,6068.083103
Incidence,Middle SDI,1994,7453.906123,9528.350236,5900.727416
Incidence,Middle SDI,1995,7253.924309,9281.800834,5735.791025
Incidence,Middle SDI,1996,7055.460435,9026.592446,5577.671941
Incidence,Middle SDI,1997,6851.451452,8764.986189,5417.757156
Incidence,Middle SDI,1998,6570.439124,8408.364428,5195.390099
Incidence,Middle SDI,1999,6388.407385,8174.26972,5048.889189
Incidence,Middle SDI,2000,6223.003048,7964.485667,4918.734146
Incidence,Middle SDI,2001,6059.409844,7753.140186,4791.095934
Incidence,Middle SDI,2002,5905.629233,7560.977214,4667.853057
Incidence,Middle SDI,2003,5733.61618,7337.588316,4526.685912
Incidence,Middle SDI,2004,5537.270014,7088.278972,4364.568598
Incidence,Middle SDI,2005,5352.311046,6849.358305,4206.207213
Incidence,Middle SDI,2006,5199.378991,6651.223648,4080.898413
Incidence,Middle SDI,2007,5076.301934,6494.839658,3979.860063
Incidence,Middle SDI,2008,5013.894062,6414.456785,3934.264311
Incidence,Middle SDI,2009,4911.98845,6285.43171,3851.023314
Incidence,Middle SDI,2010,4777.28406,6110.461438,3740.908313
Incidence,Middle SDI,2011,4633.409904,5930.418002,3627.184594
Incidence,Middle SDI,2012,4523.995364,5787.751576,3548.119387
Incidence,Middle SDI,2013,4605.586691,5893.228393,3612.77221
Incidence,Middle SDI,2014,4550.609826,5822.64828,3567.882486
Incidence,Middle SDI,2015,4682.579282,5993.386866,3672.542749
Incidence,Middle SDI,2016,4634.246247,5935.283889,3635.904788
Incidence,Middle SDI,2017,4706.494619,6028.255706,3692.811064
Incidence,Middle SDI,2018,4612.171572,5907.355192,3619.807295
Incidence,Middle SDI,2019,4658.049445,5964.943369,3655.091231
Incidence,Middle SDI,2020,1929.748327,2471.902163,1447.38043
Incidence,Middle SDI,2021,1379.99579,1811.444386,1001.935311
Incidence,Middle SDI,2022,4834.095439,6187.608262,3791.752877
Incidence,Middle SDI,2023,4763.889651,6098.001786,3736.209243
Incidence,Low-middle SDI,1990,11924.36024,15312.94659,9347.583517
Incidence,Low-middle SDI,1991,11228.4594,14395.91869,8834.260451
Incidence,Low-middle SDI,1992,10605.8686,13593.08507,8386.748148
Incidence,Low-middle SDI,1993,10095.55655,12896.09485,7995.977874
Incidence,Low-middle SDI,1994,9730.976317,12408.09907,7699.670381
Incidence,Low-middle SDI,1995,9451.988051,12101.04749,7477.91775
Incidence,Low-middle SDI,1996,9248.059126,11846.85474,7338.515087
Incidence,Low-middle SDI,1997,9148.317999,11727.59227,7270.058428
Incidence,Low-middle SDI,1998,9148.687559,11729.5716,7272.366063
Incidence,Low-middle SDI,1999,9187.820515,11762.29021,7301.559363
Incidence,Low-middle SDI,2000,9253.377923,11846.16052,7346.237083
Incidence,Low-middle SDI,2001,9269.383606,11853.04255,7343.416984
Incidence,Low-middle SDI,2002,9190.962774,11756.13735,7282.289293
Incidence,Low-middle SDI,2003,9017.146809,11535.62064,7149.853387
Incidence,Low-middle SDI,2004,8792.168275,11259.32406,6985.876062
Incidence,Low-middle SDI,2005,8506.79258,10897.18488,6777.274156
Incidence,Low-middle SDI,2006,8210.098041,10511.33794,6554.082829
Incidence,Low-middle SDI,2007,7899.340646,10127.04351,6302.819892
Incidence,Low-middle SDI,2008,7595.822531,9729.483803,6047.654613
Incidence,Low-middle SDI,2009,7295.488677,9340.909158,5801.874432
Incidence,Low-middle SDI,2010,7017.711113,8979.768813,5566.168692
Incidence,Low-middle SDI,2011,6801.117894,8695.044298,5379.46045
Incidence,Low-middle SDI,2012,6639.108832,8488.005,5245.565019
Incidence,Low-middle SDI,2013,6486.737188,8293.231767,5096.578991
Incidence,Low-middle SDI,2014,6377.890545,8153.546167,5012.978763
Incidence,Low-middle SDI,2015,6286.640134,8043.626025,4946.435346
Incidence,Low-middle SDI,2016,6143.006789,7864.104482,4837.160279
Incidence,Low-middle SDI,2017,5955.709725,7623.056354,4688.689123
Incidence,Low-middle SDI,2018,5738.954362,7343.512405,4514.885205
Incidence,Low-middle SDI,2019,5549.029801,7093.439504,4360.145791
Incidence,Low-middle SDI,2020,2690.205365,3432.755141,2039.313823
Incidence,Low-middle SDI,2021,1888.93833,2460.588357,1383.378332
Incidence,Low-middle SDI,2022,5522.86021,7061.862553,4332.392286
Incidence,Low-middle SDI,2023,5442.306707,6958.739945,4269.361942
Incidence,Low SDI,1990,13947.64956,17971.50875,10790.53615
Incidence,Low SDI,1991,13302.62184,17145.15382,10316.87908
Incidence,Low SDI,1992,12727.5339,16361.27216,9908.738963
Incidence,Low SDI,1993,12242.98798,15742.0008,9579.203591
Incidence,Low SDI,1994,11884.52373,15260.51739,9316.259555
Incidence,Low SDI,1995,11660.3001,14962.51468,9146.061866
Incidence,Low SDI,1996,11575.0614,14841.42303,9084.070393
Incidence,Low SDI,1997,11580.54515,14848.29654,9086.092727
Incidence,Low SDI,1998,11616.98858,14903.07929,9108.207475
Incidence,Low SDI,1999,11657.98345,14952.2916,9139.359973
Incidence,Low SDI,2000,11676.00738,14987.4909,9156.696448
Incidence,Low SDI,2001,11609.60361,14894.12318,9115.523624
Incidence,Low SDI,2002,11466.27361,14706.80488,9017.100649
Incidence,Low SDI,2003,11224.35919,14375.61476,8842.699685
Incidence,Low SDI,2004,10848.35222,13894.93739,8562.160836
Incidence,Low SDI,2005,10473.83472,13433.35157,8284.197437
Incidence,Low SDI,2006,10141.06124,13012.93728,8029.674632
Incidence,Low SDI,2007,9816.370562,12566.73803,7787.590963
Incidence,Low SDI,2008,9491.300958,12122.6969,7524.067278
Incidence,Low SDI,2009,9217.337489,11787.12062,7286.613411
Incidence,Low SDI,2010,8969.462893,11477.90459,7096.414733
Incidence,Low SDI,2011,8750.61622,11204.10231,6943.853909
Incidence,Low SDI,2012,8561.90519,10971.31225,6801.691827
Incidence,Low SDI,2013,8405.215009,10767.09478,6688.248899
Incidence,Low SDI,2014,8295.255918,10631.67409,6603.683703
Incidence,Low SDI,2015,8200.424824,10507.56319,6532.296361
Incidence,Low SDI,2016,8108.958434,10388.85818,6457.791207
Incidence,Low SDI,2017,7998.771878,10246.46003,6377.813282
Incidence,Low SDI,2018,7885.82983,10108.31266,6291.5563
Incidence,Low SDI,2019,7726.33192,9903.429746,6169.05618
Incidence,Low SDI,2020,4568.272488,5828.999639,3462.106751
Incidence,Low SDI,2021,3564.434814,4592.559372,2640.437902
Incidence,Low SDI,2022,7586.784717,9725.350354,6052.684949
Incidence,Low SDI,2023,7539.686016,9665.891029,6015.966404
